game_date,away_team,home_team,away_points,home_points,away_main_10,home_main_10
2026-01-12,UTA,CLE,123,112,Ace Bailey; Kyle Filipowski; Keyonte George; Brice Sensabaugh; Cody Williams; Isaiah Collier; Lauri Markkanen; Svi Mykhailiuk; Jusuf Nurkić; Walter Clayton,Donovan Mitchell; Evan Mobley; Jaylon Tyson; Jarrett Allen; Sam Merrill; Dean Wade; Craig Porter Jr.; De'Andre Hunter; Nae'Qwan Tomlin; James Harden
2026-01-13,ATL,LAL,116,141,Nickeil Alexander-Walker; Jalen Johnson; Dyson Daniels; Onyeka Okongwu; Zaccharie Risacher; CJ McCollum; Mouhamed Gueye; Vít Krejčí; Luke Kennard; Corey Kispert,Luka Dončić; Jake LaRavia; LeBron James; Deandre Ayton; Rui Hachimura; Marcus Smart; Austin Reaves; Jaxson Hayes; Jarred Vanderbilt; Luke Kennard
2026-01-13,CHI,HOU,113,119,Matas Buzelis; Tre Jones; Josh Giddey; Isaac Okoro; Nikola Vučević; Patrick Williams; Ayo Dosunmu; Jalen Smith; Kevin Huerter; Coby White,Amen Thompson; Kevin Durant; Jabari Smith Jr.; Alperen Sengun; Reed Sheppard; Tari Eason; Josh Okogie; Clint Capela; Aaron Holiday; Steven Adams
2026-01-13,DEN,NOP,122,116,Jamal Murray; Nikola Jokić; Tim Hardaway Jr.; Bruce Brown; Cameron Johnson; Peyton Watson; Spencer Jones; Christian Braun; Aaron Gordon; Jonas Valančiūnas,Trey Murphy III; Saddiq Bey; Jeremiah Fears; Derik Queen; Zion Williamson; Herbert Jones; Yves Missi; Jordan Poole; Micah Peavy; Karlo Matković
2026-01-13,MIN,MIL,139,106,Julius Randle; Donte DiVincenzo; Rudy Gobert; Jaden McDaniels; Anthony Edwards; Naz Reid; Bones Hyland; Mike Conley; Jaylen Clark; Ayo Dosunmu,Ryan Rollins; A.J. Green; Myles Turner; Kyle Kuzma; Bobby Portis; Gary Trent Jr.; Jericho Sims; Kevin Porter Jr.; Giannis Antetokounmpo; Ousmane Dieng
2026-01-13,PHX,MIA,121,127,Collin Gillespie; Royce O'Neale; Devin Booker; Oso Ighodaro; Dillon Brooks; Jordan Goodwin; Grayson Allen; Mark Williams; Ryan Dunn; Jalen Green,Bam Adebayo; Jaime Jaquez Jr.; Andrew Wiggins; Davion Mitchell; Pelle Larsson; Norman Powell; Kel'el Ware; Simone Fontecchio; Dru Smith; Tyler Herro
2026-01-13,POR,GSW,97,119,Toumani Camara; Deni Avdija; Donovan Clingan; Jerami Grant; Jrue Holiday; Shaedon Sharpe; Sidy Cissoko; Kris Murray; Caleb Love; Robert Williams,Brandin Podziemski; Draymond Green; Moses Moody; Gui Santos; Will Richard; Stephen Curry; Pat Spencer; Jimmy Butler; Quinten Post; Gary Payton II
2026-01-13,SAS,OKC,98,119,Julian Champagnie; De'Aaron Fox; Devin Vassell; Stephon Castle; Harrison Barnes; Keldon Johnson; Victor Wembanyama; Dylan Harper; Luke Kornet; Carter Bryant,Shai Gilgeous-Alexander; Cason Wallace; Chet Holmgren; Luguentz Dort; Isaiah Joe; Ajay Mitchell; Aaron Wiggins; Jaylin Williams; Isaiah Hartenstein; Alex Caruso
2026-01-14,BKN,NOP,113,116,Nic Claxton; Noah Clowney; Michael Porter Jr.; Terance Mann; Drake Powell; Egor Dёmin; Ziaire Williams; Nolan Traoré; Danny Wolf; Day'Ron Sharpe,Trey Murphy III; Saddiq Bey; Jeremiah Fears; Derik Queen; Zion Williamson; Herbert Jones; Yves Missi; Jordan Poole; Micah Peavy; Karlo Matković
2026-01-14,CLE,PHI,133,107,Donovan Mitchell; Evan Mobley; Jaylon Tyson; Jarrett Allen; Sam Merrill; Dean Wade; Craig Porter Jr.; De'Andre Hunter; Nae'Qwan Tomlin; James Harden,Tyrese Maxey; VJ Edgecombe; Quentin Grimes; Dominick Barlow; Kelly Oubre Jr.; Adem Bona; Andre Drummond; Joel Embiid; Paul George; Justin Edwards
2026-01-14,DEN,DAL,118,109,Jamal Murray; Nikola Jokić; Tim Hardaway Jr.; Bruce Brown; Cameron Johnson; Peyton Watson; Spencer Jones; Christian Braun; Aaron Gordon; Jonas Valančiūnas,Cooper Flagg; Max Christie; Naji Marshall; P.J. Washington; Klay Thompson; Brandon Williams; Daniel Gafford; Ryan Nembhard; Dwight Powell; Caleb Martin
2026-01-14,NYK,SAC,101,112,Mikal Bridges; Jalen Brunson; Karl-Anthony Towns; OG Anunoby; Josh Hart; Jordan Clarkson; Mitchell Robinson; Landry Shamet; Miles McBride; Tyler Kolek,DeMar DeRozan; Maxime Raynaud; Nique Clifford; Russell Westbrook; Precious Achiuwa; Malik Monk; Zach LaVine; Dennis Schröder; Dylan Cardwell; Daeqwon Plowden
2026-01-14,TOR,IND,115,101,Scottie Barnes; Brandon Ingram; Immanuel Quickley; Jamal Shead; Sandro Mamukelashvili; RJ Barrett; Ja'Kobe Walter; Collin Murray-Boyles; Jakob Poeltl; Gradey Dick,Pascal Siakam; Jarace Walker; Andrew Nembhard; Jay Huff; Ben Sheppard; Aaron Nesmith; T.J. McConnell; Micah Potter; Quenton Jackson; Bennedict Mathurin
2026-01-14,UTA,CHI,126,128,Ace Bailey; Kyle Filipowski; Keyonte George; Brice Sensabaugh; Cody Williams; Isaiah Collier; Lauri Markkanen; Svi Mykhailiuk; Jusuf Nurkić; Walter Clayton,Matas Buzelis; Tre Jones; Josh Giddey; Isaac Okoro; Nikola Vučević; Patrick Williams; Ayo Dosunmu; Jalen Smith; Kevin Huerter; Coby White
2026-01-14,WAS,LAC,105,119,Bub Carrington; Will Riley; Bilal Coulibaly; Tre Johnson; Kyshawn George; Justin Champagnie; Alex Sarr; CJ McCollum; Jamir Watkins; Anthony Gill,Kris Dunn; Kawhi Leonard; John Collins; Brook Lopez; James Harden; Kobe Sanders; Derrick Jones Jr.; Ivica Zubac; Jordan Miller; Nicolas Batum
2026-01-15,ATL,POR,101,117,Nickeil Alexander-Walker; Jalen Johnson; Dyson Daniels; Onyeka Okongwu; Zaccharie Risacher; CJ McCollum; Mouhamed Gueye; Vít Krejčí; Luke Kennard; Corey Kispert,Toumani Camara; Deni Avdija; Donovan Clingan; Jerami Grant; Jrue Holiday; Shaedon Sharpe; Sidy Cissoko; Kris Murray; Caleb Love; Robert Williams
2026-01-15,BOS,MIA,119,114,Derrick White; Payton Pritchard; Jaylen Brown; Sam Hauser; Neemias Queta; Baylor Scheierman; Jordan Walsh; Anfernee Simons; Luka Garza; Hugo González,Bam Adebayo; Jaime Jaquez Jr.; Andrew Wiggins; Davion Mitchell; Pelle Larsson; Norman Powell; Kel'el Ware; Simone Fontecchio; Dru Smith; Tyler Herro
2026-01-15,CHA,LAL,135,117,Kon Knueppel; Miles Bridges; LaMelo Ball; Brandon Miller; Moussa Diabaté; Sion James; Ryan Kalkbrenner; Collin Sexton; Josh Green; Grant Williams,Luka Dončić; Jake LaRavia; LeBron James; Deandre Ayton; Rui Hachimura; Marcus Smart; Austin Reaves; Jaxson Hayes; Jarred Vanderbilt; Luke Kennard
2026-01-15,MEM,ORL,111,118,Jaylen Wells; Cam Spencer; Cedric Coward; Jaren Jackson Jr.; Santi Aldama; GG Jackson II; Kentavious Caldwell-Pope; Jock Landale; Olivier-Maxence Prosper; Javon Small,Desmond Bane; Paolo Banchero; Wendell Carter Jr.; Anthony Black; Tristan Da Silva; Jalen Suggs; Franz Wagner; Goga Bitadze; Noah Penda; Tyus Jones
2026-01-15,MIL,SAS,101,119,Ryan Rollins; A.J. Green; Myles Turner; Kyle Kuzma; Bobby Portis; Gary Trent Jr.; Jericho Sims; Kevin Porter Jr.; Giannis Antetokounmpo; Ousmane Dieng,Julian Champagnie; De'Aaron Fox; Devin Vassell; Stephon Castle; Harrison Barnes; Keldon Johnson; Victor Wembanyama; Dylan Harper; Luke Kornet; Carter Bryant
2026-01-15,NYK,GSW,113,126,Mikal Bridges; Jalen Brunson; Karl-Anthony Towns; OG Anunoby; Josh Hart; Jordan Clarkson; Mitchell Robinson; Landry Shamet; Miles McBride; Tyler Kolek,Brandin Podziemski; Draymond Green; Moses Moody; Gui Santos; Will Richard; Stephen Curry; Pat Spencer; Jimmy Butler; Quinten Post; Gary Payton II
2026-01-15,OKC,HOU,111,91,Shai Gilgeous-Alexander; Cason Wallace; Chet Holmgren; Luguentz Dort; Isaiah Joe; Ajay Mitchell; Aaron Wiggins; Jaylin Williams; Isaiah Hartenstein; Alex Caruso,Amen Thompson; Kevin Durant; Jabari Smith Jr.; Alperen Sengun; Reed Sheppard; Tari Eason; Josh Okogie; Clint Capela; Aaron Holiday; Steven Adams
2026-01-15,PHX,DET,105,108,Collin Gillespie; Royce O'Neale; Devin Booker; Oso Ighodaro; Dillon Brooks; Jordan Goodwin; Grayson Allen; Mark Williams; Ryan Dunn; Jalen Green,Cade Cunningham; Duncan Robinson; Jalen Duren; Ausar Thompson; Tobias Harris; Ron Holland; Daniss Jenkins; Javonte Green; Isaiah Stewart; Caris LeVert
2026-01-15,UTA,DAL,122,144,Ace Bailey; Kyle Filipowski; Keyonte George; Brice Sensabaugh; Cody Williams; Isaiah Collier; Lauri Markkanen; Svi Mykhailiuk; Jusuf Nurkić; Walter Clayton,Cooper Flagg; Max Christie; Naji Marshall; P.J. Washington; Klay Thompson; Brandon Williams; Daniel Gafford; Ryan Nembhard; Dwight Powell; Caleb Martin
2026-01-16,CHI,BKN,109,112,Matas Buzelis; Tre Jones; Josh Giddey; Isaac Okoro; Nikola Vučević; Patrick Williams; Ayo Dosunmu; Jalen Smith; Kevin Huerter; Coby White,Nic Claxton; Noah Clowney; Michael Porter Jr.; Terance Mann; Drake Powell; Egor Dёmin; Ziaire Williams; Nolan Traoré; Danny Wolf; Day'Ron Sharpe
2026-01-16,CLE,PHI,117,115,Donovan Mitchell; Evan Mobley; Jaylon Tyson; Jarrett Allen; Sam Merrill; Dean Wade; Craig Porter Jr.; De'Andre Hunter; Nae'Qwan Tomlin; James Harden,Tyrese Maxey; VJ Edgecombe; Quentin Grimes; Dominick Barlow; Kelly Oubre Jr.; Adem Bona; Andre Drummond; Joel Embiid; Paul George; Justin Edwards
2026-01-16,LAC,TOR,121,117,Kris Dunn; Kawhi Leonard; John Collins; Brook Lopez; James Harden; Kobe Sanders; Derrick Jones Jr.; Ivica Zubac; Jordan Miller; Nicolas Batum,Scottie Barnes; Brandon Ingram; Immanuel Quickley; Jamal Shead; Sandro Mamukelashvili; RJ Barrett; Ja'Kobe Walter; Collin Murray-Boyles; Jakob Poeltl; Gradey Dick
2026-01-16,MIN,HOU,105,110,Julius Randle; Donte DiVincenzo; Rudy Gobert; Jaden McDaniels; Anthony Edwards; Naz Reid; Bones Hyland; Mike Conley; Jaylen Clark; Ayo Dosunmu,Amen Thompson; Kevin Durant; Jabari Smith Jr.; Alperen Sengun; Reed Sheppard; Tari Eason; Josh Okogie; Clint Capela; Aaron Holiday; Steven Adams
2026-01-16,NOP,IND,119,127,Trey Murphy III; Saddiq Bey; Jeremiah Fears; Derik Queen; Zion Williamson; Herbert Jones; Yves Missi; Jordan Poole; Micah Peavy; Karlo Matković,Pascal Siakam; Jarace Walker; Andrew Nembhard; Jay Huff; Ben Sheppard; Aaron Nesmith; T.J. McConnell; Micah Potter; Quenton Jackson; Bennedict Mathurin
2026-01-16,WAS,SAC,115,128,Bub Carrington; Will Riley; Bilal Coulibaly; Tre Johnson; Kyshawn George; Justin Champagnie; Alex Sarr; CJ McCollum; Jamir Watkins; Anthony Gill,DeMar DeRozan; Maxime Raynaud; Nique Clifford; Russell Westbrook; Precious Achiuwa; Malik Monk; Zach LaVine; Dennis Schröder; Dylan Cardwell; Daeqwon Plowden
2026-01-17,BOS,ATL,132,106,Derrick White; Payton Pritchard; Jaylen Brown; Sam Hauser; Neemias Queta; Baylor Scheierman; Jordan Walsh; Anfernee Simons; Luka Garza; Hugo González,Nickeil Alexander-Walker; Jalen Johnson; Dyson Daniels; Onyeka Okongwu; Zaccharie Risacher; CJ McCollum; Mouhamed Gueye; Vít Krejčí; Luke Kennard; Corey Kispert
2026-01-17,CHA,GSW,116,136,Kon Knueppel; Miles Bridges; LaMelo Ball; Brandon Miller; Moussa Diabaté; Sion James; Ryan Kalkbrenner; Collin Sexton; Josh Green; Grant Williams,Brandin Podziemski; Draymond Green; Moses Moody; Gui Santos; Will Richard; Stephen Curry; Pat Spencer; Jimmy Butler; Quinten Post; Gary Payton II
2026-01-17,IND,DET,78,121,Pascal Siakam; Jarace Walker; Andrew Nembhard; Jay Huff; Ben Sheppard; Aaron Nesmith; T.J. McConnell; Micah Potter; Quenton Jackson; Bennedict Mathurin,Cade Cunningham; Duncan Robinson; Jalen Duren; Ausar Thompson; Tobias Harris; Ron Holland; Daniss Jenkins; Javonte Green; Isaiah Stewart; Caris LeVert
2026-01-17,LAL,POR,116,132,Luka Dončić; Jake LaRavia; LeBron James; Deandre Ayton; Rui Hachimura; Marcus Smart; Austin Reaves; Jaxson Hayes; Jarred Vanderbilt; Luke Kennard,Toumani Camara; Deni Avdija; Donovan Clingan; Jerami Grant; Jrue Holiday; Shaedon Sharpe; Sidy Cissoko; Kris Murray; Caleb Love; Robert Williams
2026-01-17,MIN,SAS,123,126,Julius Randle; Donte DiVincenzo; Rudy Gobert; Jaden McDaniels; Anthony Edwards; Naz Reid; Bones Hyland; Mike Conley; Jaylen Clark; Ayo Dosunmu,Julian Champagnie; De'Aaron Fox; Devin Vassell; Stephon Castle; Harrison Barnes; Keldon Johnson; Victor Wembanyama; Dylan Harper; Luke Kornet; Carter Bryant
2026-01-17,OKC,MIA,120,122,Shai Gilgeous-Alexander; Cason Wallace; Chet Holmgren; Luguentz Dort; Isaiah Joe; Ajay Mitchell; Aaron Wiggins; Jaylin Williams; Isaiah Hartenstein; Alex Caruso,Bam Adebayo; Jaime Jaquez Jr.; Andrew Wiggins; Davion Mitchell; Pelle Larsson; Norman Powell; Kel'el Ware; Simone Fontecchio; Dru Smith; Tyler Herro
2026-01-17,PHX,NYK,106,99,Collin Gillespie; Royce O'Neale; Devin Booker; Oso Ighodaro; Dillon Brooks; Jordan Goodwin; Grayson Allen; Mark Williams; Ryan Dunn; Jalen Green,Mikal Bridges; Jalen Brunson; Karl-Anthony Towns; OG Anunoby; Josh Hart; Jordan Clarkson; Mitchell Robinson; Landry Shamet; Miles McBride; Tyler Kolek
2026-01-17,UTA,DAL,120,138,Ace Bailey; Kyle Filipowski; Keyonte George; Brice Sensabaugh; Cody Williams; Isaiah Collier; Lauri Markkanen; Svi Mykhailiuk; Jusuf Nurkić; Walter Clayton,Cooper Flagg; Max Christie; Naji Marshall; P.J. Washington; Klay Thompson; Brandon Williams; Daniel Gafford; Ryan Nembhard; Dwight Powell; Caleb Martin
2026-01-17,WAS,DEN,115,121,Bub Carrington; Will Riley; Bilal Coulibaly; Tre Johnson; Kyshawn George; Justin Champagnie; Alex Sarr; CJ McCollum; Jamir Watkins; Anthony Gill,Jamal Murray; Nikola Jokić; Tim Hardaway Jr.; Bruce Brown; Cameron Johnson; Peyton Watson; Spencer Jones; Christian Braun; Aaron Gordon; Jonas Valančiūnas
2026-01-18,BKN,CHI,102,124,Nic Claxton; Noah Clowney; Michael Porter Jr.; Terance Mann; Drake Powell; Egor Dёmin; Ziaire Williams; Nolan Traoré; Danny Wolf; Day'Ron Sharpe,Matas Buzelis; Tre Jones; Josh Giddey; Isaac Okoro; Nikola Vučević; Patrick Williams; Ayo Dosunmu; Jalen Smith; Kevin Huerter; Coby White
2026-01-18,CHA,DEN,110,87,Kon Knueppel; Miles Bridges; LaMelo Ball; Brandon Miller; Moussa Diabaté; Sion James; Ryan Kalkbrenner; Collin Sexton; Josh Green; Grant Williams,Jamal Murray; Nikola Jokić; Tim Hardaway Jr.; Bruce Brown; Cameron Johnson; Peyton Watson; Spencer Jones; Christian Braun; Aaron Gordon; Jonas Valančiūnas
2026-01-18,NOP,HOU,110,119,Trey Murphy III; Saddiq Bey; Jeremiah Fears; Derik Queen; Zion Williamson; Herbert Jones; Yves Missi; Jordan Poole; Micah Peavy; Karlo Matković,Amen Thompson; Kevin Durant; Jabari Smith Jr.; Alperen Sengun; Reed Sheppard; Tari Eason; Josh Okogie; Clint Capela; Aaron Holiday; Steven Adams
2026-01-18,ORL,MEM,109,126,Desmond Bane; Paolo Banchero; Wendell Carter Jr.; Anthony Black; Tristan Da Silva; Jalen Suggs; Franz Wagner; Goga Bitadze; Noah Penda; Tyus Jones,Jaylen Wells; Cam Spencer; Cedric Coward; Jaren Jackson Jr.; Santi Aldama; GG Jackson II; Kentavious Caldwell-Pope; Jock Landale; Olivier-Maxence Prosper; Javon Small
2026-01-18,POR,SAC,117,110,Toumani Camara; Deni Avdija; Donovan Clingan; Jerami Grant; Jrue Holiday; Shaedon Sharpe; Sidy Cissoko; Kris Murray; Caleb Love; Robert Williams,DeMar DeRozan; Maxime Raynaud; Nique Clifford; Russell Westbrook; Precious Achiuwa; Malik Monk; Zach LaVine; Dennis Schröder; Dylan Cardwell; Daeqwon Plowden
2026-01-18,TOR,LAL,93,110,Scottie Barnes; Brandon Ingram; Immanuel Quickley; Jamal Shead; Sandro Mamukelashvili; RJ Barrett; Ja'Kobe Walter; Collin Murray-Boyles; Jakob Poeltl; Gradey Dick,Luka Dončić; Jake LaRavia; LeBron James; Deandre Ayton; Rui Hachimura; Marcus Smart; Austin Reaves; Jaxson Hayes; Jarred Vanderbilt; Luke Kennard
2026-01-19,BOS,DET,103,104,Derrick White; Payton Pritchard; Jaylen Brown; Sam Hauser; Neemias Queta; Baylor Scheierman; Jordan Walsh; Anfernee Simons; Luka Garza; Hugo González,Cade Cunningham; Duncan Robinson; Jalen Duren; Ausar Thompson; Tobias Harris; Ron Holland; Daniss Jenkins; Javonte Green; Isaiah Stewart; Caris LeVert
2026-01-19,DAL,NYK,114,97,Cooper Flagg; Max Christie; Naji Marshall; P.J. Washington; Klay Thompson; Brandon Williams; Daniel Gafford; Ryan Nembhard; Dwight Powell; Caleb Martin,Mikal Bridges; Jalen Brunson; Karl-Anthony Towns; OG Anunoby; Josh Hart; Jordan Clarkson; Mitchell Robinson; Landry Shamet; Miles McBride; Tyler Kolek
2026-01-19,IND,PHI,104,113,Pascal Siakam; Jarace Walker; Andrew Nembhard; Jay Huff; Ben Sheppard; Aaron Nesmith; T.J. McConnell; Micah Potter; Quenton Jackson; Bennedict Mathurin,Tyrese Maxey; VJ Edgecombe; Quentin Grimes; Dominick Barlow; Kelly Oubre Jr.; Adem Bona; Andre Drummond; Joel Embiid; Paul George; Justin Edwards
2026-01-19,LAC,WAS,110,106,Kris Dunn; Kawhi Leonard; John Collins; Brook Lopez; James Harden; Kobe Sanders; Derrick Jones Jr.; Ivica Zubac; Jordan Miller; Nicolas Batum,Bub Carrington; Will Riley; Bilal Coulibaly; Tre Johnson; Kyshawn George; Justin Champagnie; Alex Sarr; CJ McCollum; Jamir Watkins; Anthony Gill
2026-01-19,MIA,GSW,112,135,Bam Adebayo; Jaime Jaquez Jr.; Andrew Wiggins; Davion Mitchell; Pelle Larsson; Norman Powell; Kel'el Ware; Simone Fontecchio; Dru Smith; Tyler Herro,Brandin Podziemski; Draymond Green; Moses Moody; Gui Santos; Will Richard; Stephen Curry; Pat Spencer; Jimmy Butler; Quinten Post; Gary Payton II
2026-01-19,MIL,ATL,112,110,Ryan Rollins; A.J. Green; Myles Turner; Kyle Kuzma; Bobby Portis; Gary Trent Jr.; Jericho Sims; Kevin Porter Jr.; Giannis Antetokounmpo; Ousmane Dieng,Nickeil Alexander-Walker; Jalen Johnson; Dyson Daniels; Onyeka Okongwu; Zaccharie Risacher; CJ McCollum; Mouhamed Gueye; Vít Krejčí; Luke Kennard; Corey Kispert
2026-01-19,OKC,CLE,136,104,Shai Gilgeous-Alexander; Cason Wallace; Chet Holmgren; Luguentz Dort; Isaiah Joe; Ajay Mitchell; Aaron Wiggins; Jaylin Williams; Isaiah Hartenstein; Alex Caruso,Donovan Mitchell; Evan Mobley; Jaylon Tyson; Jarrett Allen; Sam Merrill; Dean Wade; Craig Porter Jr.; De'Andre Hunter; Nae'Qwan Tomlin; James Harden
2026-01-19,PHX,BKN,126,117,Collin Gillespie; Royce O'Neale; Devin Booker; Oso Ighodaro; Dillon Brooks; Jordan Goodwin; Grayson Allen; Mark Williams; Ryan Dunn; Jalen Green,Nic Claxton; Noah Clowney; Michael Porter Jr.; Terance Mann; Drake Powell; Egor Dёmin; Ziaire Williams; Nolan Traoré; Danny Wolf; Day'Ron Sharpe
2026-01-19,UTA,SAS,110,123,Ace Bailey; Kyle Filipowski; Keyonte George; Brice Sensabaugh; Cody Williams; Isaiah Collier; Lauri Markkanen; Svi Mykhailiuk; Jusuf Nurkić; Walter Clayton,Julian Champagnie; De'Aaron Fox; Devin Vassell; Stephon Castle; Harrison Barnes; Keldon Johnson; Victor Wembanyama; Dylan Harper; Luke Kornet; Carter Bryant
2026-01-20,LAC,CHI,110,138,Kris Dunn; Kawhi Leonard; John Collins; Brook Lopez; James Harden; Kobe Sanders; Derrick Jones Jr.; Ivica Zubac; Jordan Miller; Nicolas Batum,Matas Buzelis; Tre Jones; Josh Giddey; Isaac Okoro; Nikola Vučević; Patrick Williams; Ayo Dosunmu; Jalen Smith; Kevin Huerter; Coby White
2026-01-20,LAL,DEN,115,107,Luka Dončić; Jake LaRavia; LeBron James; Deandre Ayton; Rui Hachimura; Marcus Smart; Austin Reaves; Jaxson Hayes; Jarred Vanderbilt; Luke Kennard,Jamal Murray; Nikola Jokić; Tim Hardaway Jr.; Bruce Brown; Cameron Johnson; Peyton Watson; Spencer Jones; Christian Braun; Aaron Gordon; Jonas Valančiūnas
2026-01-20,MIA,SAC,130,117,Bam Adebayo; Jaime Jaquez Jr.; Andrew Wiggins; Davion Mitchell; Pelle Larsson; Norman Powell; Kel'el Ware; Simone Fontecchio; Dru Smith; Tyler Herro,DeMar DeRozan; Maxime Raynaud; Nique Clifford; Russell Westbrook; Precious Achiuwa; Malik Monk; Zach LaVine; Dennis Schröder; Dylan Cardwell; Daeqwon Plowden
2026-01-20,MIN,UTA,122,127,Julius Randle; Donte DiVincenzo; Rudy Gobert; Jaden McDaniels; Anthony Edwards; Naz Reid; Bones Hyland; Mike Conley; Jaylen Clark; Ayo Dosunmu,Ace Bailey; Kyle Filipowski; Keyonte George; Brice Sensabaugh; Cody Williams; Isaiah Collier; Lauri Markkanen; Svi Mykhailiuk; Jusuf Nurkić; Walter Clayton
2026-01-20,PHX,PHI,116,110,Collin Gillespie; Royce O'Neale; Devin Booker; Oso Ighodaro; Dillon Brooks; Jordan Goodwin; Grayson Allen; Mark Williams; Ryan Dunn; Jalen Green,Tyrese Maxey; VJ Edgecombe; Quentin Grimes; Dominick Barlow; Kelly Oubre Jr.; Adem Bona; Andre Drummond; Joel Embiid; Paul George; Justin Edwards
2026-01-20,SAS,HOU,106,111,Julian Champagnie; De'Aaron Fox; Devin Vassell; Stephon Castle; Harrison Barnes; Keldon Johnson; Victor Wembanyama; Dylan Harper; Luke Kornet; Carter Bryant,Amen Thompson; Kevin Durant; Jabari Smith Jr.; Alperen Sengun; Reed Sheppard; Tari Eason; Josh Okogie; Clint Capela; Aaron Holiday; Steven Adams
2026-01-20,TOR,GSW,145,127,Scottie Barnes; Brandon Ingram; Immanuel Quickley; Jamal Shead; Sandro Mamukelashvili; RJ Barrett; Ja'Kobe Walter; Collin Murray-Boyles; Jakob Poeltl; Gradey Dick,Brandin Podziemski; Draymond Green; Moses Moody; Gui Santos; Will Richard; Stephen Curry; Pat Spencer; Jimmy Butler; Quinten Post; Gary Payton II
2026-01-21,ATL,MEM,124,122,Nickeil Alexander-Walker; Jalen Johnson; Dyson Daniels; Onyeka Okongwu; Zaccharie Risacher; CJ McCollum; Mouhamed Gueye; Vít Krejčí; Luke Kennard; Corey Kispert,Jaylen Wells; Cam Spencer; Cedric Coward; Jaren Jackson Jr.; Santi Aldama; GG Jackson II; Kentavious Caldwell-Pope; Jock Landale; Olivier-Maxence Prosper; Javon Small
2026-01-21,BKN,NYK,66,120,Nic Claxton; Noah Clowney; Michael Porter Jr.; Terance Mann; Drake Powell; Egor Dёmin; Ziaire Williams; Nolan Traoré; Danny Wolf; Day'Ron Sharpe,Mikal Bridges; Jalen Brunson; Karl-Anthony Towns; OG Anunoby; Josh Hart; Jordan Clarkson; Mitchell Robinson; Landry Shamet; Miles McBride; Tyler Kolek
2026-01-21,CLE,CHA,94,87,Donovan Mitchell; Evan Mobley; Jaylon Tyson; Jarrett Allen; Sam Merrill; Dean Wade; Craig Porter Jr.; De'Andre Hunter; Nae'Qwan Tomlin; James Harden,Kon Knueppel; Miles Bridges; LaMelo Ball; Brandon Miller; Moussa Diabaté; Sion James; Ryan Kalkbrenner; Collin Sexton; Josh Green; Grant Williams
2026-01-21,DET,NOP,112,104,Cade Cunningham; Duncan Robinson; Jalen Duren; Ausar Thompson; Tobias Harris; Ron Holland; Daniss Jenkins; Javonte Green; Isaiah Stewart; Caris LeVert,Trey Murphy III; Saddiq Bey; Jeremiah Fears; Derik Queen; Zion Williamson; Herbert Jones; Yves Missi; Jordan Poole; Micah Peavy; Karlo Matković
2026-01-21,IND,BOS,104,119,Pascal Siakam; Jarace Walker; Andrew Nembhard; Jay Huff; Ben Sheppard; Aaron Nesmith; T.J. McConnell; Micah Potter; Quenton Jackson; Bennedict Mathurin,Derrick White; Payton Pritchard; Jaylen Brown; Sam Hauser; Neemias Queta; Baylor Scheierman; Jordan Walsh; Anfernee Simons; Luka Garza; Hugo González
2026-01-21,OKC,MIL,122,102,Shai Gilgeous-Alexander; Cason Wallace; Chet Holmgren; Luguentz Dort; Isaiah Joe; Ajay Mitchell; Aaron Wiggins; Jaylin Williams; Isaiah Hartenstein; Alex Caruso,Ryan Rollins; A.J. Green; Myles Turner; Kyle Kuzma; Bobby Portis; Gary Trent Jr.; Jericho Sims; Kevin Porter Jr.; Giannis Antetokounmpo; Ousmane Dieng
2026-01-21,TOR,SAC,122,109,Scottie Barnes; Brandon Ingram; Immanuel Quickley; Jamal Shead; Sandro Mamukelashvili; RJ Barrett; Ja'Kobe Walter; Collin Murray-Boyles; Jakob Poeltl; Gradey Dick,DeMar DeRozan; Maxime Raynaud; Nique Clifford; Russell Westbrook; Precious Achiuwa; Malik Monk; Zach LaVine; Dennis Schröder; Dylan Cardwell; Daeqwon Plowden
2026-01-22,CHA,ORL,124,97,Kon Knueppel; Miles Bridges; LaMelo Ball; Brandon Miller; Moussa Diabaté; Sion James; Ryan Kalkbrenner; Collin Sexton; Josh Green; Grant Williams,Desmond Bane; Paolo Banchero; Wendell Carter Jr.; Anthony Black; Tristan Da Silva; Jalen Suggs; Franz Wagner; Goga Bitadze; Noah Penda; Tyus Jones
2026-01-22,CHI,MIN,120,115,Matas Buzelis; Tre Jones; Josh Giddey; Isaac Okoro; Nikola Vučević; Patrick Williams; Ayo Dosunmu; Jalen Smith; Kevin Huerter; Coby White,Julius Randle; Donte DiVincenzo; Rudy Gobert; Jaden McDaniels; Anthony Edwards; Naz Reid; Bones Hyland; Mike Conley; Jaylen Clark; Ayo Dosunmu
2026-01-22,DEN,WAS,107,97,Jamal Murray; Nikola Jokić; Tim Hardaway Jr.; Bruce Brown; Cameron Johnson; Peyton Watson; Spencer Jones; Christian Braun; Aaron Gordon; Jonas Valančiūnas,Bub Carrington; Will Riley; Bilal Coulibaly; Tre Johnson; Kyshawn George; Justin Champagnie; Alex Sarr; CJ McCollum; Jamir Watkins; Anthony Gill
